Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",FERTILIZER,FERTILIZER: (NITROGEN),39,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",FERTILIZER,FERTILIZER: (PHOSPHATE),17,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",FERTILIZER,FERTILIZER: (POTASH),43,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",FERTILIZER,FERTILIZER: (SULFUR), (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",4.8,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",8,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",2.1,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DODINE = 44301)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",2.1,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUTOLANIL = 128975)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",3.6,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",5,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, TRIISO. SALT = 30035)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",4.1,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",1.3,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",4.7,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",1.5,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",1.2,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYPERMETHRIN = 109702)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",3.2,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",1.8,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",1.8,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (ALKYL. DIM. BENZ. AM = 69105)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DECYLDIMETHYLOCTYL = 69165)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIDECYL DIM. AMMON. = 69166)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIMETHYLDIOCTYL = 69149)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG",FERTILIZER,FERTILIZER: (NITROGEN),28.7,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG",FERTILIZER,FERTILIZER: (PHOSPHATE),18.6,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG",FERTILIZER,FERTILIZER: (POTASH),25.2,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG",FERTILIZER,FERTILIZER: (SULFUR), (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",29,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",88,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",64,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DODINE = 44301)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",64,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUTOLANIL = 128975)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",21,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",54,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)",95,
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)", (D),
SURVEY,2019,YEAR,,STATE,FLORIDA,12,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)", (D),
